Id,Bone_Health_Calcium,VitA_Percentage,Saturated_Lipids,Energy_Content,Cholesterol_Level,Drink_Name,Iron_Concentration,VitC_Content,Sweetness_Index,Drink_Type,Salt_Level,Health_Category,Flavor_Variant,Fibre_Amount,Processed_Oil_Content,Carb_Count,Protein_Quantity,Stimulant_Caffeine,Heart_Risk_Index,Health_Rating,Fat_Content
134,118%,53%,0.0965,30.2392,51.0,Brand 11,15.19%,15%,192.0, South Indian Filter Coffee ,17,Low_Fat,Elaichi Doodh,252.772,1.0199,620,100.0,75,31.4053, High ,0.0
135,34%,31%,0.03217,35.1522,83.0,Brand 6,13.28%,5%,224.0, Masala Chai ,17,Vitamin_Rich,Rose Milk,0.101,1.3892,493,21.5,33,17.8293, Medium ,9.6556
136,10%,0%,0.0159,0.0,0.0,Brand 19,0.11%,13%,2.0, Masala Chai ,10,Low_Fat,Kesar Doodh,0.101,0.0,187,3.0,158,3.3381, Medium ,2.3181
137,61%,26%,0.0988,26.8607,27.0,Brand 32,21.62%,9%,60.0, Lassi Blends ,12,Vitamin_Rich,Badam Milk,0.101,0.8846,329,12.8,149,13.7477, Medium ,15.7706
138,118%,46%,0.08747,30.5543,31.0,Brand 2,0.11%,9%,206.0, Special Spiced Chai ,27,Vitamin_Rich,Kesar Doodh,1.699,0.6693,600,93.8,132,31.9771, Medium ,137.1678
139,88%,51%,0.21674,26.5375,31.0,Brand 4,0.11%,9%,180.0, Special Spiced Chai ,17,Vitamin_Rich,Badam Milk,0.101,2.9317,429,13.4,143,14.0872, Medium ,13.1503
140,29%,31%,0.01101,29.6827,56.0,Brand 25,0.11%,63%,81.0, Special Spiced Chai ,16,Low_Fat,Elaichi Doodh,0.276,0.6774,489,74.5,38,15.3852, Medium ,11.6791
141,24%,38%,0.09355,25.7897,28.0,Brand 22,13.79%,9%,134.0, Special Spiced Chai ,18,Vitamin_Rich,Elaichi Doodh,3.461,1.0098,281,64.0,51,17.1472, Medium ,12.2966
142,10%,0%,0.01727,0.0,0.0,Brand 18,0.11%,6%,2.0, Nimbu Pani & Shikanji ,10,Low_Fat,Medium Glass,0.101,0.4296,118,3.0,282,12.566, Low ,2.5954
143,47%,31%,0.01101,27.5562,,Brand 5,0.11%,9%,86.0, Lassi Blends ,11,Low_Fat,Small Glass,0.101,0.0848,228,43.0,38,10.7433, Medium ,0.0
144,32%,29%,0.04254,32.0754,,Brand 33,19.5%,9%,65.0, South Indian Filter Coffee ,15,Low_Fat,Full Cream Buffalo Milk,0.101,2.7668,887,51.3,242,21.5865, Medium ,26.5941
145,53%,33%,0.02769,17.8131,8.0,Brand 31,1.12%,6%,9.0, Special Spiced Chai ,10,Low_Fat,Rose Milk,0.101,0.4803,0,28.2,155,7.2553, Medium ,15.201
146,60%,27%,0.02686,36.4568,56.0,Brand 25,20.36%,9%,51.0, Masala Chai ,11,,Badam Milk,2.896,1.0792,753,44.2,122,36.3084, Medium ,46.9448
147,10%,37%,0.0227,29.4609,21.0,Brand 9,33.98%,10%,108.0, South Indian Filter Coffee ,11,Vitamin_Rich,Badam Milk,0.225,3.8994,438,38.1,269,9.8543, Medium ,20.3466
148,114%,54%,0.10071,26.065,16.0,Brand 16,1.31%,11%,89.0, Masala Chai ,26,Vitamin_Rich,Do Chhoti Pyalya,0.101,1.0947,445,34.0,139,26.2598, Medium ,63.4432
149,84%,32%,0.03356,19.5279,28.0,Brand 29,18.8%,10%,91.0, Cold Coffee ,11,Vitamin_Rich,Rose Milk,0.101,0.982,122,28.6,320,7.5926, Medium ,0.0
150,92%,35%,0.0771,38.8176,65.0,Brand 32,8.37%,8%,87.0, Mango Shake ,10,Vitamin_Rich,Badam Milk,2.785,0.9413,506,74.2,45,22.4368, Medium ,57.1116
151,34%,32%,0.09376,30.7062,81.0,Brand 4,29.58%,7%,165.0, Masala Chai ,10,Vitamin_Rich,Malai Milk,0.101,3.7546,288,55.7,137,23.2683, Medium ,83.9483
152,50%,0%,0.09137,25.5746,34.0,Brand 15,0.11%,10%,145.0, Special Spiced Chai ,10,Low_Fat,Saffron-Infused Milk,0.101,0.4455,156,18.7,63,16.5448, Medium ,10.1279
153,55%,31%,0.10282,31.3909,40.0,Brand 15,21.01%,7%,39.0, South Indian Filter Coffee ,52,Vitamin_Rich,Malai Milk,0.101,3.4313,320,28.9,255,23.3375, Medium ,134.2638
154,151%,31%,0.03522,34.1691,75.0,Brand 32,32.81%,10%,103.0, Special Spiced Chai ,20,Low_Fat,Badam Milk,0.557,0.5852,612,114.9,204,29.6264, Medium ,46.0984
155,22%,0%,0.02577,0.0,0.0,Brand 2,0.11%,10%,2.0, South Indian Filter Coffee ,10,Low_Fat,Large Kulhad,0.101,0.4172,102,14.1,235,3.3381, Medium ,0.0
156,139%,43%,0.0686,32.8798,51.0,Brand 16,23.54%,62%,49.0, Masala Chai ,40,Vitamin_Rich,Kesar Doodh,265.885,0.4437,538,113.9,20,34.5921, High ,64.4254
157,72%,34%,0.02604,20.2613,15.0,Brand 14,0.11%,7%,66.0, Special Spiced Chai ,11,Low_Fat,Saffron-Infused Milk,0.101,0.9535,88,36.0,264,17.3995, Medium ,83.7288
158,52%,28%,0.08807,29.7964,36.0,Brand 32,0.11%,7%,112.0, South Indian Filter Coffee ,10,Low_Fat,Rose Milk,1.291,0.9054,476,39.8,243,16.9141, Medium ,43.6473
159,73%,53%,0.02371,25.8894,24.0,Brand 14,0.11%,11%,48.0, Special Spiced Chai ,10,Low_Fat,Kesar Doodh,2.232,0.9155,221,62.3,132,14.9654, Medium ,0.0
160,35%,34%,0.0143,18.9107,7.0,Brand 23,0.11%,7%,159.0, Masala Chai ,16,Vitamin_Rich,Kesar Doodh,0.191,0.975,502,60.3,134,14.716, Medium ,4.8795
161,84%,42%,0.0935,21.9917,93.0,Brand 3,21.98%,11%,21.0, Cold Coffee ,46,Vitamin_Rich,Malai Milk,0.101,3.7518,330,49.4,254,33.5415, Medium ,11.7961
162,82%,25%,0.02801,26.6957,76.0,Brand 15,16.36%,11%,160.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,0.101,1.8857,565,72.6,52,26.5828, High ,45.4032
163,23%,5%,0.03501,21.8224,5.0,Brand 21,0.11%,10%,22.0, South Indian Filter Coffee ,11,Low_Fat,Rose Milk,0.101,0.0,61,33.8,150,3.8787, Medium ,0.0
164,31%,6%,0.01559,14.1943,10.0,Brand 20,0.11%,5%,2.0, South Indian Filter Coffee ,11,Low_Fat,Large Kulhad,0.101,0.149,154,7.4,248,3.3381, Medium ,0.7268
165,59%,33%,0.07804,35.8297,77.0,Brand 24,21.34%,60%,109.0, Lassi Blends ,12,Low_Fat,Elaichi Doodh,4.936,0.6515,449,58.0,20,30.4849, High ,32.4789
166,45%,3%,0.0266,23.1656,8.0,Brand 14,0.11%,12%,65.0, Masala Chai ,12,Low_Fat,Large Kulhad,5.226,1.3889,123,15.0,135,3.3381, Medium ,1.6607
167,37%,47%,0.03452,16.5433,31.0,Brand 19,0.11%,8%,30.0, South Indian Filter Coffee ,16,Vitamin_Rich,Rose Milk,0.101,0.8088,375,100.1,231,11.1301, Medium ,4.6789
168,10%,0%,0.03195,0.8594,30.0,Brand 19,0.11%,21%,70.0, Nimbu Pani & Shikanji ,11,Low_Fat,Full Cream Buffalo Milk,0.101,0.5689,0,6.0,484,8.3473, Medium ,9.3247
169,55%,0%,0.01525,22.1851,25.0,Brand 25,0.11%,13%,45.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,3.246,1.135,0,3.0,25,5.1382, Low ,1.8314
170,24%,10%,0.09773,20.0466,14.0,Brand 10,0.11%,15%,129.0, Masala Chai ,11,Low_Fat,Malai Milk,0.101,1.4441,100,32.6,151,11.0668, Medium ,10.9557
171,43%,35%,0.08776,36.8728,86.0,Brand 33,0.11%,52%,98.0, Masala Chai ,23,Low_Fat,Full Cream Buffalo Milk,0.101,0.632,652,12.9,187,41.9962, Medium ,0.0
172,121%,28%,0.09153,31.9864,59.0,Brand 4,4.13%,16%,95.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,2.203,0.541,964,82.0,216,30.6742, Medium ,39.9314
173,112%,42%,0.08094,30.6952,31.0,Brand 21,0.11%,92%,107.0, Nimbu Pani & Shikanji ,11,Low_Fat,Malai Milk,0.101,2.4844,327,91.6,52,21.353, Medium ,44.0374
174,36%,33%,0.0887,27.4669,86.0,Brand 9,32.36%,52%,168.0, Lassi Blends ,24,Vitamin_Rich,Malai Milk,0.727,3.8922,818,57.0,142,22.4766, Medium ,61.0125
175,28%,8%,0.03521,18.334,5.0,Brand 12,0.11%,13%,2.0, Masala Chai ,11,Low_Fat,Large Kulhad,0.101,0.3854,0,22.7,590,3.3381, Medium ,0.5678
176,127%,31%,0.10536,32.5875,43.0,Brand 9,17.66%,5%,208.0, Cold Coffee ,11,Vitamin_Rich,Saffron-Infused Milk,0.101,0.8588,210,41.0,53,29.238, Medium ,38.4778
177,30%,25%,0.08431,35.572,67.0,Brand 32,25.41%,10%,45.0, Masala Chai ,10,Vitamin_Rich,Elaichi Doodh,0.101,0.5124,982,28.9,20,30.2696, Medium ,37.841
178,29%,0%,0.01913,26.2457,61.0,Brand 19,0.11%,5%,77.0, Masala Chai ,11,Low_Fat,Elaichi Doodh,0.101,0.7015,159,17.0,148,12.5954, Medium ,0.0
179,10%,5%,0.01921,2.0671,0.0,Brand 1,0.5%,12%,2.0, South Indian Filter Coffee ,11,Low_Fat,Malai Milk,0.101,0.4327,197,3.0,416,3.3381, Low ,1.2379
180,68%,28%,0.0157,24.1026,44.0,Brand 27,0.11%,53%,105.0, Lassi Blends ,16,Low_Fat,Kesar Doodh,0.68,0.6291,727,15.7,31,21.2568, Medium ,0.0
181,54%,38%,0.09514,23.6237,9.0,Brand 19,0.11%,12%,27.0, South Indian Filter Coffee ,11,Vitamin_Rich,Badam Milk,0.101,0.906,0,22.1,147,3.3381, Medium ,19.1196
182,38%,22%,0.02052,28.1775,24.0,Brand 19,0.11%,9%,46.0, Lassi Blends ,10,Low_Fat,Kesar Doodh,0.101,0.0511,289,3.0,41,11.2866, Medium ,5.8693
183,45%,30%,0.08395,28.7621,55.0,Brand 15,53.53%,6%,177.0, Cold Coffee ,11,Vitamin_Rich,Elaichi Doodh,325.159,3.8672,605,46.4,20,34.3312, High ,94.0635
184,17%,47%,0.08272,33.8602,51.0,Brand 3,23.95%,9%,96.0, Masala Chai ,58,Vitamin_Rich,Malai Milk,333.51,3.754,737,133.2,35,32.7591, Medium ,131.5772
185,61%,29%,0.02755,33.2238,45.0,Brand 9,0.11%,9%,71.0, Special Spiced Chai ,10,Low_Fat,Badam Milk,1.298,1.0164,248,45.4,236,14.8137, Medium ,34.6703
186,44%,38%,0.02392,8.2483,21.0,Brand 21,0.11%,8%,11.0, South Indian Filter Coffee ,27,Low_Fat,Extra Large Kulhad,0.101,0.0,330,47.9,158,17.4264, Medium ,0.0
187,38%,25%,0.09641,23.2251,21.0,Brand 16,0.11%,9%,88.0, Masala Chai ,10,Low_Fat,Large Kulhad,0.101,0.8988,0,3.5,22,4.6549, Medium ,18.2798
188,103%,2%,0.0399,10.0611,29.0,Brand 26,14.57%,8%,89.0, Masala Chai ,10,Low_Fat,Elaichi Doodh,0.101,0.6337,304,42.4,146,9.2325, Medium ,7.1239
189,10%,3%,0.02644,12.2556,7.0,Brand 19,0.11%,7%,34.0, South Indian Filter Coffee ,11,Low_Fat,Medium Glass,0.13,0.0,101,3.0,235,3.3381, Low ,0.0
190,29%,31%,0.03562,26.5435,28.0,Brand 6,0.11%,8%,90.0, Masala Chai ,15,Low_Fat,Kesar Doodh,1.154,1.6463,683,50.1,20,12.6769, Medium ,10.6197
191,11%,0%,0.02313,27.1721,26.0,Brand 10,3.37%,64%,111.0, Lassi Blends ,10,Low_Fat,Large Kulhad,0.101,0.0483,179,28.6,262,9.3291, Medium ,0.0
192,10%,42%,0.01101,21.3274,32.0,Brand 30,0.11%,8%,200.0, South Indian Filter Coffee ,17,Low_Fat,Kesar Doodh,2.796,1.9432,707,58.2,137,14.3088, Medium ,0.0
193,52%,23%,0.0344,7.6314,36.0,Brand 31,1.03%,400%,172.0, Light Buttermilk (Chaas) ,10,Low_Fat,Saffron-Infused Milk,0.101,1.1277,604,39.0,145,15.3865, Medium ,2.0122
194,22%,3%,0.01469,26.492,36.0,Brand 12,0.11%,12%,159.0, Light Buttermilk (Chaas) ,11,Low_Fat,Rose Milk,0.101,0.4794,267,6.4,20,14.1043, Low ,0.0
195,63%,29%,0.02397,25.4242,24.0,Brand 4,23.35%,9%,44.0, Masala Chai ,11,Vitamin_Rich,Badam Milk,0.101,0.9735,187,54.3,148,6.4195, Medium ,80.8024
196,56%,8%,0.04974,28.4111,15.0,Brand 7,0.11%,5%,81.0, South Indian Filter Coffee ,15,Low_Fat,Elaichi Doodh,0.101,0.0,192,18.6,253,7.5343, Medium ,0.0
197,92%,49%,0.09963,22.3711,18.0,Brand 4,16.65%,6%,136.0, South Indian Filter Coffee ,27,Vitamin_Rich,Rose Milk,2.04,3.3883,658,139.4,286,19.3592, Medium ,93.2654
198,53%,27%,0.02256,18.6759,44.0,Brand 32,10.81%,5%,52.0, Masala Chai ,11,Vitamin_Rich,Rose Milk,0.101,1.2881,147,26.9,20,10.3979, Medium ,76.9459
199,32%,5%,0.02257,26.587,0.0,Brand 7,27.71%,12%,19.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,3.666,0.5658,42,12.5,266,8.8423, Medium ,0.0
200,82%,56%,0.02198,28.3641,38.0,Brand 19,0.11%,10%,168.0, Special Spiced Chai ,17,Vitamin_Rich,Kesar Doodh,0.101,2.8183,653,71.7,261,25.9089, Medium ,0.0
201,79%,38%,0.09562,32.8237,61.0,Brand 32,8.03%,9%,50.0, Lassi Blends ,30,Vitamin_Rich,Full Cream Buffalo Milk,1.002,4.6983,413,46.9,180,39.578, Medium ,30.7695
202,10%,0%,0.01101,22.1987,6.0,Brand 14,0.11%,9%,34.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,3.079,0.635,240,51.7,20,7.191, Low ,41.019
203,45%,53%,0.03185,16.5331,34.0,Brand 9,0.52%,8%,72.0, Nimbu Pani & Shikanji ,17,Low_Fat,Elaichi Doodh,0.101,0.7068,184,43.3,141,3.7497, Medium ,0.0
204,33%,26%,0.02222,25.2584,41.0,Brand 7,0.95%,11%,18.0, Masala Chai ,12,Low_Fat,Large Kulhad,2.25,0.2662,31,19.9,46,3.3381, Medium ,10.0764
205,115%,38%,0.02831,23.2817,26.0,Brand 15,0.19%,10%,139.0, South Indian Filter Coffee ,44,Vitamin_Rich,Kesar Doodh,0.101,1.5356,725,113.0,154,21.2752, High ,46.712
206,85%,57%,0.07602,35.3387,52.0,Brand 26,39.81%,15%,84.0, South Indian Filter Coffee ,47,Low_Fat,Malai Milk,0.101,3.7371,607,121.6,284,38.0864, Medium ,73.1273
207,10%,8%,0.03108,24.3114,8.0,Brand 1,0.11%,9%,16.0, South Indian Filter Coffee ,11,Low_Fat,Saffron-Infused Milk,0.355,0.1163,88,3.0,128,12.3881, Medium ,10.4004
208,68%,46%,0.02701,22.2511,15.0,Brand 10,0.11%,7%,43.0, South Indian Filter Coffee ,11,Low_Fat,Malai Milk,0.101,0.1024,347,59.0,137,16.6348, Medium ,12.1445
209,53%,44%,0.12199,24.5884,26.0,Brand 6,19.92%,8%,40.0, Special Spiced Chai ,17,Vitamin_Rich,Malai Milk,0.101,3.9593,557,42.1,129,14.214, Medium ,16.5752
210,38%,30%,0.03023,20.4348,28.0,Brand 25,13.8%,5%,78.0, South Indian Filter Coffee ,16,Low_Fat,Rose Milk,3.943,0.153,163,41.6,141,15.0265, Medium ,0.0
211,10%,0%,0.01101,6.3262,0.0,Brand 13,0.11%,10%,28.0, Masala Chai ,11,Low_Fat,Medium Glass,0.101,0.0,81,3.0,608,3.3381, Low ,0.0
212,57%,30%,0.16425,28.7369,24.0,Brand 17,0.2%,13%,137.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,2.824,3.6683,323,80.7,258,14.9535, Medium ,0.7676
213,50%,24%,0.02692,29.2952,68.0,Brand 32,7.8%,5%,92.0, Masala Chai ,10,Low_Fat,Badam Milk,0.344,1.1719,0,37.3,36,24.827, Medium ,7.7076
214,109%,27%,0.02709,30.8249,12.0,Brand 2,11.68%,9%,100.0, South Indian Filter Coffee ,11,Vitamin_Rich,Badam Milk,0.101,0.8141,372,67.2,256,15.9131, Medium ,45.4925
215,76%,35%,0.08887,32.883,70.0,Brand 21,24.69%,10%,81.0, South Indian Filter Coffee ,37,Vitamin_Rich,Malai Milk,0.101,1.5321,360,37.7,49,37.7677, High ,43.5196
216,30%,28%,0.01101,30.8161,65.0,Brand 32,4.39%,55%,70.0, Cold Coffee ,12,Vitamin_Rich,Elaichi Doodh,0.101,1.4162,509,65.0,20,28.7209, Medium ,5.6253
217,41%,59%,0.07838,35.8656,57.0,Brand 9,48.96%,8%,176.0, Special Spiced Chai ,28,Vitamin_Rich,Malai Milk,4.939,4.01,516,120.8,139,41.9635, High ,93.4299
218,10%,2%,0.02023,0.0,2.0,Brand 1,0.11%,9%,30.0, South Indian Filter Coffee ,12,Low_Fat,Kesar Doodh,0.101,0.3847,101,3.0,157,3.3381, Medium ,0.0
219,55%,33%,0.03276,25.1439,26.0,Brand 3,21.67%,5%,199.0, Masala Chai ,11,Low_Fat,Badam Milk,0.101,1.385,94,43.8,128,11.166, Medium ,11.1366
220,117%,37%,0.15965,32.7146,56.0,Brand 4,32.99%,12%,89.0, South Indian Filter Coffee ,45,Vitamin_Rich,Rose Milk,6.065,3.8095,372,81.8,235,21.3877, Medium ,211.371
221,59%,26%,0.08748,23.7403,27.0,Brand 14,0.11%,5%,39.0, Masala Chai ,10,Vitamin_Rich,Badam Milk,0.101,0.9435,383,42.8,57,18.2128, Medium ,11.5801
222,88%,29%,0.03038,27.7878,21.0,Brand 6,0.11%,8%,39.0, South Indian Filter Coffee ,17,Low_Fat,Large Kulhad,0.101,0.2246,596,40.6,266,11.6944, Medium ,6.3135
223,43%,30%,0.06778,35.3996,62.0,Brand 10,38.05%,8%,27.0, Lassi Blends ,29,Vitamin_Rich,Full Cream Buffalo Milk,0.101,3.1176,473,40.5,34,39.5007, High ,40.3577
224,77%,34%,0.02929,34.1482,48.0,Brand 9,0.29%,9%,19.0, Cold Coffee ,10,Vitamin_Rich,Malai Milk,2.879,0.6005,317,70.1,20,26.4443, Medium ,205.7281
225,33%,25%,0.02907,22.1522,47.0,Brand 13,0.11%,7%,37.0, South Indian Filter Coffee ,10,Low_Fat,Badam Milk,0.101,0.8033,473,38.6,134,8.7392, Medium ,0.0
226,98%,0%,0.02374,8.5691,14.0,Brand 21,0.11%,8%,105.0, Nimbu Pani & Shikanji ,11,Low_Fat,Large Kulhad,0.101,0.8742,174,39.7,263,14.7432, Medium ,3.5708
227,125%,32%,0.08979,30.4591,73.0,Brand 4,10.62%,7%,56.0, Special Spiced Chai ,29,Vitamin_Rich,Malai Milk,0.101,3.4252,711,45.6,35,28.3501, Medium ,69.7436
228,51%,23%,0.03406,31.5339,39.0,Brand 28,19.48%,12%,108.0, Masala Chai ,11,Low_Fat,Medium Glass,0.101,1.2447,235,8.7,235,15.1438, Medium ,4.4463
229,41%,29%,0.02095,28.6054,12.0,Brand 11,0.54%,12%,82.0, South Indian Filter Coffee ,11,Low_Fat,Small Glass,1.749,0.8221,69,25.4,236,8.1361, Medium ,2.3461
230,49%,33%,0.02666,20.1675,37.0,Brand 19,0.11%,6%,20.0, Nimbu Pani & Shikanji ,10,Low_Fat,Elaichi Doodh,0.101,0.6674,113,30.5,286,12.5448, Medium ,11.6486
231,10%,0%,0.02297,0.0,5.0,Brand 19,0.11%,12%,2.0, Nimbu Pani & Shikanji ,10,Low_Fat,Medium Glass,0.101,0.0,0,3.0,47,3.3381, Low ,0.0
232,37%,47%,0.02186,22.9454,60.0,Brand 19,17.51%,9%,180.0, Masala Chai ,10,Vitamin_Rich,Badam Milk,1.756,1.1424,346,90.8,237,22.652, Medium ,12.6594
233,27%,27%,0.02105,28.7238,24.0,Brand 25,0.11%,9%,89.0, Masala Chai ,11,Low_Fat,Badam Milk,3.465,1.5034,416,3.0,133,10.906, Medium ,9.9051
234,26%,45%,0.01481,22.8909,24.0,Brand 25,0.11%,5%,70.0, Special Spiced Chai ,10,Vitamin_Rich,Rose Milk,7.286,1.5164,618,36.4,142,11.8867, Medium ,7.7807
235,142%,57%,0.09166,38.7779,38.0,Brand 10,0.11%,10%,85.0, Masala Chai ,24,Vitamin_Rich,Malai Milk,3.534,3.1095,759,62.1,235,36.5827, Medium ,0.0
236,107%,31%,0.03887,21.6972,15.0,Brand 9,0.11%,9%,9.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,0.101,0.6011,215,31.2,149,8.8489, Medium ,72.2586
237,39%,29%,0.08452,39.2088,80.0,Brand 30,0.11%,9%,65.0, Lassi Blends ,10,Low_Fat,Badam Milk,3.362,0.5569,332,13.4,30,20.481, Medium ,33.8187
238,77%,42%,0.18178,34.2068,48.0,Brand 9,0.11%,10%,148.0, Masala Chai ,12,Low_Fat,Full Cream Buffalo Milk,0.101,0.4764,392,41.4,175,29.6513, Medium ,0.97
239,46%,34%,0.09194,20.9282,47.0,Brand 31,19.91%,5%,69.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,1.482,1.0836,104,16.0,154,26.1753, Medium ,13.6586
240,42%,46%,0.01472,23.8227,20.0,Brand 14,18.09%,9%,145.0, Masala Chai ,17,Low_Fat,Extra Large Kulhad,7.898,1.2898,377,47.8,149,14.4383, Medium ,0.0
241,17%,0%,0.02149,0.0,0.0,Brand 13,0.11%,11%,2.0, Nimbu Pani & Shikanji ,10,Low_Fat,Extra Large Kulhad,0.101,0.4323,0,5.0,141,4.4425, Low ,12.1809
242,41%,22%,0.09154,32.3658,69.0,Brand 15,23.67%,11%,61.0, Cold Coffee ,10,Vitamin_Rich,Badam Milk,0.101,3.9205,447,67.8,20,27.3694, Medium ,58.3743
243,116%,39%,0.0844,30.5135,78.0,Brand 10,26.14%,15%,72.0, Special Spiced Chai ,54,Vitamin_Rich,Elaichi Doodh,256.183,3.4298,849,76.6,36,43.2855, Medium ,49.3719
244,15%,0%,0.01589,6.1594,4.0,Brand 19,0.11%,8%,83.0, Masala Chai ,11,Low_Fat,Large Kulhad,0.101,0.7238,190,3.0,433,7.9505, Medium ,0.0
245,43%,43%,0.01101,26.1698,41.0,Brand 32,0.11%,5%,79.0, South Indian Filter Coffee ,11,Low_Fat,Malai Milk,0.101,1.6142,559,31.6,135,19.6648, Medium ,62.2978
246,113%,3%,0.0212,31.2853,31.0,Brand 32,0.11%,61%,24.0, Kadak Chai ,10,Low_Fat,Rose Milk,5.858,0.6514,264,16.3,32,23.318, Medium ,6.4331
247,32%,3%,0.02331,21.0531,5.0,Brand 32,0.11%,9%,139.0, Special Spiced Chai ,10,Low_Fat,Saffron-Infused Milk,0.976,0.0772,0,22.2,149,3.3381, Medium ,15.6105
248,58%,0%,0.02539,9.7093,2.0,Brand 6,0.73%,12%,102.0, South Indian Filter Coffee ,12,Low_Fat,Badam Milk,1.109,0.503,245,67.6,234,8.1729, Medium ,0.0
249,83%,54%,0.03289,17.4619,33.0,Brand 15,21.11%,12%,52.0, Special Spiced Chai ,11,Vitamin_Rich,Malai Milk,1.508,3.4686,390,74.7,123,27.9158, Medium ,93.6907
250,40%,36%,0.09,24.5267,37.0,Brand 15,12.0%,5%,121.0, South Indian Filter Coffee ,11,Vitamin_Rich,Badam Milk,0.132,1.1925,306,50.6,201,34.6085, Medium ,6.5582
251,53%,25%,0.10189,27.179,28.0,Brand 17,36.17%,7%,156.0, Masala Chai ,11,Low_Fat,Malai Milk,95.735,0.8334,237,35.2,25,18.9169, Medium ,17.875
252,124%,57%,0.0318,30.1057,36.0,Brand 10,0.11%,12%,16.0, South Indian Filter Coffee ,10,Low_Fat,Saffron-Infused Milk,3.477,0.2603,185,11.7,267,6.4464, Medium ,0.0
253,22%,30%,0.01397,33.5763,63.0,Brand 6,30.19%,6%,138.0, Masala Chai ,18,Vitamin_Rich,Malai Milk,5.33,3.5433,873,38.3,208,37.682, Medium ,20.7921
254,28%,31%,0.08654,33.8924,94.0,Brand 23,33.36%,11%,33.0, Masala Chai ,11,Vitamin_Rich,Malai Milk,197.294,0.692,379,49.6,46,30.6373, Medium ,15.7759
255,29%,15%,0.01101,22.1644,23.0,Brand 3,0.11%,12%,34.0, Masala Chai ,12,Low_Fat,Medium Glass,3.435,0.3526,692,3.0,244,4.53, Low ,0.0
256,10%,3%,0.0317,0.9919,14.0,Brand 14,1.19%,12%,, Masala Chai ,11,Low_Fat,Kesar Doodh,0.101,0.4827,141,3.0,65,3.3381, Medium ,0.0
257,10%,26%,0.03628,21.8779,21.0,Brand 21,0.11%,5%,41.0, South Indian Filter Coffee ,10,Vitamin_Rich,Malai Milk,0.101,0.1841,50,18.9,21,5.3152, Medium ,34.6347
258,10%,5%,0.01739,14.7927,4.0,Brand 19,0.11%,14%,2.0, Nimbu Pani & Shikanji ,11,Low_Fat,Large Kulhad,0.101,0.0,0,3.0,472,3.3381, Low ,2.7622
259,111%,43%,0.09571,25.5111,71.0,Brand 32,15.78%,11%,179.0, Special Spiced Chai ,16,Vitamin_Rich,Badam Milk,0.569,0.8732,538,55.6,20,20.3114, Medium ,0.0
260,67%,31%,0.08878,34.2751,26.0,Brand 25,14.99%,6%,63.0, Masala Chai ,11,Vitamin_Rich,Full Cream Buffalo Milk,3.43,1.5845,635,40.6,242,28.6777, Medium ,11.2296
261,38%,33%,0.03501,25.0466,18.0,Brand 16,10.99%,6%,157.0, South Indian Filter Coffee ,10,Vitamin_Rich,Badam Milk,0.101,1.1888,253,126.7,264,10.0412, Medium ,28.771
262,157%,36%,0.10382,35.992,89.0,Brand 11,38.38%,100%,164.0, Cold Coffee ,41,Vitamin_Rich,Malai Milk,4.699,4.3982,666,66.2,23,45.6292, High ,65.5328
263,41%,51%,0.0826,28.9516,34.0,Brand 27,0.11%,74%,194.0, Special Spiced Chai ,16,Low_Fat,Elaichi Doodh,0.759,1.3355,325,33.7,61,17.1231, Medium ,0.0642
264,72%,31%,0.08942,34.3075,68.0,Brand 4,29.89%,7%,164.0, Cold Coffee ,11,Vitamin_Rich,Badam Milk,1.687,1.8903,446,40.9,23,31.1742, Medium ,43.6195
265,10%,1%,0.01632,19.088,0.0,Brand 13,3.25%,16%,71.0, Masala Chai ,12,Low_Fat,Medium Glass,0.101,0.0,49,3.0,504,3.3381, Low ,0.0
266,102%,53%,0.01101,30.8428,59.0,Brand 4,17.76%,17%,168.0, Masala Chai ,18,Vitamin_Rich,Elaichi Doodh,5.703,2.7812,590,107.9,261,22.0232, Medium ,45.1348
267,15%,4%,0.02615,24.0739,39.0,Brand 33,0.11%,41%,135.0, Nimbu Pani & Shikanji ,10,Low_Fat,Medium Glass,0.672,0.0,470,3.3,449,6.0932, Medium ,0.0
268,10%,0%,0.0135,7.2855,11.0,Brand 6,0.11%,13%,8.0, South Indian Filter Coffee ,10,Low_Fat,Medium Glass,0.101,0.0,7,3.3,515,7.5164, Medium ,13.1983
269,20%,29%,0.02754,22.3989,40.0,Brand 20,0.11%,11%,57.0, Lassi Blends ,11,Low_Fat,Malai Milk,0.101,1.2143,0,43.8,20,14.73, Medium ,10.8297
270,67%,52%,0.17452,31.7658,70.0,Brand 4,0.42%,68%,34.0, Masala Chai ,17,Vitamin_Rich,Elaichi Doodh,0.958,0.5557,411,79.6,20,22.9303, Medium ,76.8565
